ell,Delta_Cl_over_Cl
976,-1.044153150730426e-27
977,-1.0455966081506263e-27
978,-1.0470398671950749e-27
979,-1.0484829260279946e-27
980,-1.0499257828171154e-27
981,-1.0513684357336701e-27
982,-1.0528108829523892e-27
983,-1.0542531226514984e-27
984,-1.0556951530127122e-27
985,-1.0571369722212286e-27
986,-1.0585785784657289e-27
987,-1.0600199699383678e-27
988,-1.0614611448347729e-27
989,-1.0629021013540383e-27
990,-1.0643428376987202e-27
991,-1.0657833520748337e-27
992,-1.0672236426918473e-27
993,-1.0686637077626779e-27
994,-1.0701035455036884e-27
995,-1.0715431541346814e-27
996,-1.0729825318788949e-27
997,-1.0744216769629985e-27
998,-1.0758605876170897e-27
999,-1.0772992620746877e-27
1000,-1.0787376985727295e-27
1001,-1.080175895351567e-27
1002,-1.0816138506549608e-27
1003,-1.0830515627300763e-27
1004,-1.08448902982748e-27
1005,-1.0859262502011335e-27
1006,-1.0873632221083914e-27
1007,-1.0887999438099953e-27
1008,-1.0902364135700694e-27
1009,-1.0916726296561167e-27
1010,-1.0931085903390149e-27
1011,-1.0945442938930106e-27
1012,-1.0959797385957174e-27
1013,-1.0974149227281088e-27
1014,-1.098849844574516e-27
1015,-1.1002845024226222e-27
1016,-1.1017188945634586e-27
1017,-1.1031530192914012e-27
1018,-1.1045868749041641e-27
1019,-1.1060204597027978e-27
1020,-1.107453771991683e-27
1021,-1.1088868100785266e-27
1022,-1.110319572274359e-27
1023,-1.1117520568935276e-27
1024,-1.1131842622536927e-27
1025,-1.1146161866758257e-27
1026,-1.1160478284842015e-27
1027,-1.1174791860063961e-27
1028,-1.118910257573283e-27
1029,-1.1203410415190262e-27
1030,-1.1217715361810785e-27
1031,-1.1232017399001767e-27
1032,-1.1246316510203358e-27
1033,-1.1260612678888472e-27
1034,-1.1274905888562727e-27
1035,-1.1289196122764396e-27
1036,-1.1303483365064396e-27
1037,-1.1317767599066206e-27
1038,-1.1332048808405856e-27
1039,-1.1346326976751865e-27
1040,-1.1360602087805217e-27
1041,-1.137487412529929e-27
1042,-1.1389143072999849e-27
1043,-1.1403408914704977e-27
1044,-1.1417671634245041e-27
1045,-1.1431931215482662e-27
1046,-1.1446187642312656e-27
1047,-1.1460440898661992e-27
1048,-1.147469096848977e-27
1049,-1.1488937835787157e-27
1050,-1.1503181484577349e-27
1051,-1.1517421898915548e-27
1052,-1.1531659062888899e-27
1053,-1.1545892960616451e-27
1054,-1.1560123576249126e-27
1055,-1.1574350893969676e-27
1056,-1.1588574897992622e-27
1057,-1.1602795572564248e-27
1058,-1.1617012901962516e-27
1059,-1.1631226870497066e-27
1060,-1.1645437462509148e-27
1061,-1.1659644662371593e-27
1062,-1.1673848454488759e-27
1063,-1.168804882329651e-27
1064,-1.1702245753262156e-27
1065,-1.1716439228884419e-27
1066,-1.1730629234693395e-27
1067,-1.1744815755250509e-27
1068,-1.175899877514847e-27
1069,-1.1773178279011248e-27
1070,-1.1787354251494006e-27
1071,-1.1801526677283075e-27
1072,-1.1815695541095927e-27
1073,-1.1829860827681095e-27
1074,-1.184402252181817e-27
1075,-1.1858180608317748e-27
1076,-1.187233507202138e-27
1077,-1.1886485897801537e-27
1078,-1.1900633070561592e-27
1079,-1.1914776575235727e-27
1080,-1.1928916396788945e-27
1081,-1.1943052520217009e-27
1082,-1.1957184930546391e-27
1083,-1.1971313612834253e-27
1084,-1.198543855216839e-27
1085,-1.1999559733667196e-27
1086,-1.2013677142479623e-27
1087,-1.2027790763785149e-27
1088,-1.2041900582793716e-27
1089,-1.2056006584745718e-27
1090,-1.2070108754911934e-27
1091,-1.2084207078593518e-27
1092,-1.2098301541121921e-27
1093,-1.2112392127858896e-27
1094,-1.2126478824196413e-27
1095,-1.214056161555665e-27
1096,-1.2154640487391953e-27
1097,-1.2168715425184769e-27
1098,-1.2182786414447631e-27
1099,-1.2196853440723126e-27
1100,-1.2210916489583813e-27
1101,-1.2224975546632243e-27
1102,-1.2239030597500863e-27
1103,-1.2253081627852014e-27
1104,-1.2267128623377882e-27
1105,-1.228117156980045e-27
1106,-1.2295210452871456e-27
1107,-1.2309245258372387e-27
1108,-1.2323275972114387e-27
1109,-1.2337302579938264e-27
1110,-1.235132506771443e-27
1111,-1.2365343421342856e-27
1112,-1.2379357626753055e-27
1113,-1.2393367669904014e-27
1114,-1.2407373536784187e-27
1115,-1.2421375213411425e-27
1116,-1.243537268583296e-27
1117,-1.2449365940125354e-27
1118,-1.2463354962394468e-27
1119,-1.2477339738775414e-27
1120,-1.2491320255432529e-27
1121,-1.2505296498559316e-27
1122,-1.2519268454378436e-27
1123,-1.2533236109141636e-27
1124,-1.2547199449129723e-27
1125,-1.2561158460652554e-27
1126,-1.2575113130048945e-27
1127,-1.2589063443686671e-27
1128,-1.2603009387962413e-27
1129,-1.261695094930173e-27
1130,-1.2630888114159002e-27
1131,-1.264482086901741e-27
1132,-1.2658749200388893e-27
1133,-1.2672673094814102e-27
1134,-1.2686592538862374e-27
1135,-1.2700507519131681e-27
1136,-1.27144180222486e-27
1137,-1.2728324034868282e-27
1138,-1.2742225543674392e-27
1139,-1.2756122535379095e-27
1140,-1.2770014996723007e-27
1141,-1.278390291447515e-27
1142,-1.2797786275432925e-27
1143,-1.281166506642208e-27
1144,-1.2825539274296652e-27
1145,-1.2839408885938944e-27
1146,-1.2853273888259493e-27
1147,-1.2867134268197016e-27
1148,-1.2880990012718373e-27
1149,-1.2894841108818555e-27
1150,-1.2908687543520609e-27
1151,-1.2922529303875631e-27
1152,-1.2936366376962716e-27
1153,-1.2950198749888923e-27
1154,-1.2964026409789226e-27
1155,-1.2977849343826505e-27
1156,-1.2991667539191478e-27
1157,-1.3005480983102677e-27
1158,-1.3019289662806422e-27
1159,-1.3033093565576758e-27
1160,-1.3046892678715447e-27
1161,-1.3060686989551906e-27
1162,-1.3074476485443181e-27
1163,-1.308826115377392e-27
1164,-1.3102040981956318e-27
1165,-1.3115815957430082e-27
1166,-1.3129586067662415e-27
1167,-1.3143351300147953e-27
1168,-1.3157111642408742e-27
1169,-1.3170867081994204e-27
1170,-1.3184617606481088e-27
1171,-1.3198363203473445e-27
1172,-1.3212103860602586e-27
1173,-1.3225839565527053e-27
1174,-1.3239570305932555e-27
1175,-1.3253296069531982e-27
1176,-1.326701684406532e-27
1177,-1.3280732617299637e-27
1178,-1.3294443377029045e-27
1179,-1.3308149111074665e-27
1180,-1.3321849807284588e-27
1181,-1.333554545353383e-27
1182,-1.3349236037724315e-27
1183,-1.3362921547784818e-27
1184,-1.3376601971670959e-27
1185,-1.3390277297365118e-27
1186,-1.3403947512876456e-27
1187,-1.3417612606240834e-27
1188,-1.3431272565520804e-27
1189,-1.3444927378805556e-27
1190,-1.34585770342109e-27
1191,-1.3472221519879203e-27
1192,-1.3485860823979388e-27
1193,-1.3499494934706871e-27
1194,-1.351312384028354e-27
1195,-1.3526747528957698e-27
1196,-1.354036598900407e-27
1197,-1.355397920872372e-27
1198,-1.3567587176444045e-27
1199,-1.3581189880518728e-27
1200,-1.3594787309327706e-27
1201,-1.3608379451277131e-27
1202,-1.362196629479935e-27
1203,-1.363554782835284e-27
1204,-1.36491240404222e-27
1205,-1.3662694919518105e-27
1206,-1.3676260454177267e-27
1207,-1.3689820632962408e-27
1208,-1.3703375444462217e-27
1209,-1.3716924877291335e-27
1210,-1.3730468920090274e-27
1211,-1.3744007561525442e-27
1212,-1.3757540790289062e-27
1213,-1.3771068595099153e-27
1214,-1.3784590964699502e-27
1215,-1.3798107887859617e-27
1216,-1.3811619353374695e-27
1217,-1.38251253500656e-27
1218,-1.3838625866778805e-27
1219,-1.3852120892386383e-27
1220,-1.3865610415785948e-27
1221,-1.3879094425900639e-27
1222,-1.3892572911679071e-27
1223,-1.3906045862095323e-27
1224,-1.3919513266148864e-27
1225,-1.3932975112864569e-27
1226,-1.3946431391292637e-27
1227,-1.3959882090508588e-27
1228,-1.3973327199613215e-27
1229,-1.3986766707732563e-27
1230,-1.4000200604017864e-27
1231,-1.4013628877645544e-27
1232,-1.402705151781716e-27
1233,-1.404046851375937e-27
1234,-1.4053879854723913e-27
1235,-1.4067285529987555e-27
1236,-1.4080685528852072e-27
1237,-1.4094079840644202e-27
1238,-1.4107468454715628e-27
1239,-1.4120851360442919e-27
1240,-1.413422854722753e-27
1241,-1.4147600004495731e-27
1242,-1.41609657216986e-27
1243,-1.4174325688311981e-27
1244,-1.4187679893836449e-27
1245,-1.4201028327797268e-27
1246,-1.4214370979744386e-27
1247,-1.422770783925236e-27
1248,-1.4241038895920358e-27
1249,-1.4254364139372108e-27
1250,-1.4267683559255864e-27
1251,-1.4280997145244383e-27
1252,-1.4294304887034878e-27
1253,-1.4307606774348996e-27
1254,-1.4320902796932779e-27
1255,-1.4334192944556632e-27
1256,-1.4347477207015289e-27
1257,-1.4360755574127781e-27
1258,-1.4374028035737399e-27
1259,-1.4387294581711666e-27
1260,-1.4400555201942305e-27
1261,-1.4413809886345199e-27
1262,-1.4427058624860356e-27
1263,-1.4440301407451886e-27
1264,-1.4453538224107972e-27
1265,-1.4466769064840815e-27
1266,-1.4479993919686618e-27
1267,-1.4493212778705554e-27
1268,-1.450642563198172e-27
1269,-1.4519632469623129e-27
1270,-1.4532833281761641e-27
1271,-1.4546028058552962e-27
1272,-1.455921679017659e-27
1273,-1.4572399466835813e-27
1274,-1.4585576078757631e-27
1275,-1.4598746616192753e-27
1276,-1.4611911069415578e-27
1277,-1.4625069428724115e-27
1278,-1.4638221684439994e-27
1279,-1.4651367826908422e-27
1280,-1.466450784649814e-27
1281,-1.4677641733601397e-27
1282,-1.4690769478633923e-27
1283,-1.4703891072034886e-27
1284,-1.4717006504266874e-27
1285,-1.473011576581585e-27
1286,-1.4743218847191115e-27
1287,-1.4756315738925301e-27
1288,-1.4769406431574316e-27
1289,-1.4782490915717314e-27
1290,-1.4795569181956678e-27
1291,-1.4808641220917964e-27
1292,-1.4821707023249894e-27
1293,-1.4834766579624305e-27
1294,-1.4847819880736134e-27
1295,-1.486086691730337e-27
1296,-1.4873907680067027e-27
1297,-1.4886942159791123e-27
1298,-1.489997034726263e-27
1299,-1.4912992233291455e-27
1300,-1.4926007808710409e-27
1301,-1.4939017064375164e-27
1302,-1.4952019991164238e-27
1303,-1.4965016579978939e-27
1304,-1.4978006821743364e-27
1305,-1.4990990707404347e-27
1306,-1.5003968227931426e-27
1307,-1.5016939374316827e-27
1308,-1.5029904137575417e-27
1309,-1.5042862508744689e-27
1310,-1.5055814478884698e-27
1311,-1.5068760039078086e-27
1312,-1.5081699180429986e-27
1313,-1.509463189406804e-27
1314,-1.5107558171142343e-27
1315,-1.5120478002825423e-27
1316,-1.5133391380312198e-27
1317,-1.5146298294819962e-27
1318,-1.5159198737588334e-27
1319,-1.5172092699879245e-27
1320,-1.5184980172976893e-27
1321,-1.5197861148187725e-27
1322,-1.5210735616840389e-27
1323,-1.522360357028573e-27
1324,-1.5236464999896722e-27
1325,-1.5249319897068471e-27
1326,-1.5262168253218171e-27
1327,-1.5275010059785063e-27
1328,-1.5287845308230425e-27
1329,-1.5300673990037526e-27
1330,-1.5313496096711603e-27
1331,-1.5326311619779818e-27
1332,-1.533912055079125e-27
1333,-1.535192288131684e-27
1334,-1.5364718602949374e-27
1335,-1.5377507707303465e-27
1336,-1.5390290186015482e-27
1337,-1.5403066030743557e-27
1338,-1.5415835233167557e-27
1339,-1.5428597784989018e-27
1340,-1.5441353677931141e-27
1341,-1.5454102903738773e-27
1342,-1.5466845454178338e-27
1343,-1.5479581321037848e-27
1344,-1.5492310496126842e-27
1345,-1.5505032971276367e-27
1346,-1.5517748738338967e-27
1347,-1.5530457789188615e-27
1348,-1.554316011572071e-27
1349,-1.5555855709852046e-27
1350,-1.5568544563520768e-27
1351,-1.5581226668686344e-27
1352,-1.5593902017329563e-27
1353,-1.5606570601452463e-27
1354,-1.5619232413078324e-27
1355,-1.5631887444251652e-27
1356,-1.5644535687038107e-27
1357,-1.5657177133524514e-27
1358,-1.5669811775818825e-27
1359,-1.5682439606050071e-27
1360,-1.5695060616368346e-27
1361,-1.5707674798944778e-27
1362,-1.5720282145971496e-27
1363,-1.5732882649661595e-27
1364,-1.5745476302249128e-27
1365,-1.575806309598905e-27
1366,-1.5770643023157195e-27
1367,-1.5783216076050266e-27
1368,-1.5795782246985782e-27
1369,-1.5808341528302057e-27
1370,-1.582089391235818e-27
1371,-1.583343939153396e-27
1372,-1.5845977958229935e-27
1373,-1.585850960486731e-27
1374,-1.5871034323887936e-27
1375,-1.5883552107754295e-27
1376,-1.5896062948949458e-27
1377,-1.5908566839977044e-27
1378,-1.5921063773361228e-27
1379,-1.593355374164667e-27
1380,-1.594603673739852e-27
1381,-1.595851275320236e-27
1382,-1.59709817816642e-27
1383,-1.5983443815410439e-27
1384,-1.5995898847087822e-27
1385,-1.6008346869363442e-27
1386,-1.6020787874924684e-27
1387,-1.6033221856479212e-27
1388,-1.6045648806754927e-27
1389,-1.6058068718499956e-27
1390,-1.6070481584482599e-27
1391,-1.608288739749133e-27
1392,-1.6095286150334743e-27
1393,-1.610767783584154e-27
1394,-1.612006244686049e-27
1395,-1.6132439976260413e-27
1396,-1.6144810416930134e-27
1397,-1.615717376177848e-27
1398,-1.616953000373423e-27
1399,-1.618187913574609e-27
1400,-1.619422115078267e-27
1401,-1.620655604183247e-27
1402,-1.6218883801903806e-27
1403,-1.623120442402484e-27
1404,-1.6243517901243505e-27
1405,-1.625582422662751e-27
1406,-1.6268123393264283e-27
1407,-1.6280415394260966e-27
1408,-1.6292700222744382e-27
1409,-1.6304977871860992e-27
1410,-1.6317248334776875e-27
1411,-1.6329511604677726e-27
1412,-1.6341767674768783e-27
1413,-1.6354016538274822e-27
1414,-1.6366258188440144e-27
1415,-1.6378492618528526e-27
1416,-1.6390719821823184e-27
1417,-1.6402939791626778e-27
1418,-1.6415152521261353e-27
1419,-1.6427358004068337e-27
1420,-1.643955623340849e-27
1421,-1.6451747202661894e-27
1422,-1.6463930905227915e-27
1423,-1.6476107334525177e-27
1424,-1.648827648399154e-27
1425,-1.650043834708407e-27
1426,-1.651259291727901e-27
1427,-1.6524740188071743e-27
1428,-1.6536880152976787e-27
1429,-1.654901280552775e-27
1430,-1.6561138139277308e-27
1431,-1.6573256147797172e-27
1432,-1.6585366824678077e-27
1433,-1.6597470163529733e-27
1434,-1.6609566157980814e-27
1435,-1.6621654801678923e-27
1436,-1.663373608829057e-27
1437,-1.6645810011501137e-27
1438,-1.665787656501486e-27
1439,-1.6669935742554796e-27
1440,-1.66819875378628e-27
1441,-1.6694031944699487e-27
1442,-1.6706068956844226e-27
1443,-1.6718098568095085e-27
1444,-1.673012077226884e-27
1445,-1.6742135563200908e-27
1446,-1.6754142934745348e-27
1447,-1.6766142880774834e-27
1448,-1.67781353951806e-27
1449,-1.6790120471872463e-27
1450,-1.680209810477873e-27
1451,-1.6814068287846236e-27
1452,-1.682603101504028e-27
1453,-1.6837986280344608e-27
1454,-1.6849934077761388e-27
1455,-1.6861874401311166e-27
1456,-1.6873807245032884e-27
1457,-1.68857326029838e-27
1458,-1.6897650469239486e-27
1459,-1.690956083789382e-27
1460,-1.6921463703058928e-27
1461,-1.693335905886516e-27
1462,-1.6945246899461096e-27
1463,-1.6957127219013485e-27
1464,-1.6969000011707233e-27
1465,-1.6980865271745366e-27
1466,-1.6992722993349036e-27
1467,-1.7004573170757446e-27
1468,-1.7016415798227862e-27
1469,-1.7028250870035573e-27
1470,-1.7040078380473868e-27
1471,-1.7051898323854e-27
1472,-1.7063710694505168e-27
1473,-1.7075515486774505e-27
1474,-1.7087312695027017e-27
1475,-1.7099102313645597e-27
1476,-1.7110884337030962e-27
1477,-1.712265875960166e-27
1478,-1.7134425575794016e-27
1479,-1.714618478006212e-27
1480,-1.7157936366877822e-27
1481,-1.7169680330730645e-27
1482,-1.7181416666127834e-27
1483,-1.7193145367594278e-27
1484,-1.720486642967249e-27
1485,-1.721657984692263e-27
1486,-1.7228285613922396e-27
1487,-1.723998372526707e-27
1488,-1.725167417556947e-27
1489,-1.7263356959459897e-27
1490,-1.7275032071586154e-27
1491,-1.7286699506613497e-27
1492,-1.7298359259224602e-27
1493,-1.731001132411956e-27
1494,-1.7321655696015835e-27
1495,-1.733329236964825e-27
1496,-1.7344921339768943e-27
1497,-1.7356542601147378e-27
1498,-1.7368156148570273e-27
1499,-1.7379761976841612e-27
1500,-1.7391360080782602e-27
1501,-1.7402950455231653e-27
1502,-1.741453309504436e-27
1503,-1.742610799509344e-27
1504,-1.743767515026878e-27
1505,-1.7449234555477343e-27
1506,-1.7460786205643155e-27
1507,-1.7472330095707313e-27
1508,-1.7483866220627952e-27
1509,-1.7495394575380172e-27
1510,-1.7506915154956078e-27
1511,-1.7518427954364717e-27
1512,-1.7529932968632058e-27
1513,-1.7541430192800977e-27
1514,-1.7552919621931232e-27
1515,-1.7564401251099412e-27
1516,-1.7575875075398954e-27
1517,-1.7587341089940092e-27
1518,-1.7598799289849822e-27
1519,-1.761024967027192e-27
1520,-1.762169222636687e-27
1521,-1.763312695331186e-27
1522,-1.7644553846300757e-27
1523,-1.7655972900544102e-27
1524,-1.766738411126903e-27
1525,-1.767878747371931e-27
1526,-1.769018298315528e-27
1527,-1.770157063485383e-27
1528,-1.771295042410839e-27
1529,-1.77243223462289e-27
1530,-1.773568639654177e-27
1531,-1.774704257038987e-27
1532,-1.775839086313251e-27
1533,-1.776973127014541e-27
1534,-1.7781063786820672e-27
1535,-1.779238840856676e-27
1536,-1.7803705130808466e-27
1537,-1.7815013948986914e-27
1538,-1.7826314858559502e-27
1539,-1.7837607854999884e-27
1540,-1.784889293379798e-27
1541,-1.7860170090459903e-27
1542,-1.7871439320507968e-27
1543,-1.7882700619480652e-27
1544,-1.789395398293259e-27
1545,-1.790519940643451e-27
1546,-1.7916436885573262e-27
1547,-1.7927666415951766e-27
1548,-1.793888799318896e-27
1549,-1.7950101612919846e-27
1550,-1.7961307270795407e-27
1551,-1.797250496248259e-27
1552,-1.7983694683664326e-27
1553,-1.7994876430039458e-27
1554,-1.800605019732271e-27
1555,-1.8017215981244738e-27
1556,-1.8028373777552018e-27
1557,-1.8039523582006868e-27
1558,-1.8050665390387422e-27
1559,-1.806179919848761e-27
1560,-1.807292500211709e-27
1561,-1.8084042797101307e-27
1562,-1.8095152579281386e-27
1563,-1.810625434451416e-27
1564,-1.8117348088672133e-27
1565,-1.8128433807643446e-27
1566,-1.8139511497331873e-27
1567,-1.8150581153656776e-27
1568,-1.8161642772553103e-27
1569,-1.817269634997135e-27
1570,-1.818374188187754e-27
1571,-1.8194779364253196e-27
1572,-1.8205808793095344e-27
1573,-1.821683016441645e-27
1574,-1.8227843474244427e-27
1575,-1.8238848718622593e-27
1576,-1.824984589360966e-27
1577,-1.8260834995279708e-27
1578,-1.827181601972216e-27
1579,-1.828278896304176e-27
1580,-1.829375382135854e-27
1581,-1.8304710590807828e-27
1582,-1.831565926754018e-27
1583,-1.83265998477214e-27
1584,-1.8337532327532482e-27
1585,-1.834845670316961e-27
1586,-1.8359372970844133e-27
1587,-1.8370281126782536e-27
1588,-1.8381181167226405e-27
1589,-1.8392073088432428e-27
1590,-1.8402956886672365e-27
1591,-1.8413832558233015e-27
1592,-1.8424700099416206e-27
1593,-1.843555950653876e-27
1594,-1.8446410775932482e-27
1595,-1.845725390394413e-27
1596,-1.8468088886935403e-27
1597,-1.8478915721282886e-27
1598,-1.8489734403378086e-27
1599,-1.8500544929627354e-27
1600,-1.851134729645188e-27
1601,-1.8522141500287684e-27
1602,-1.8532927537585588e-27
1603,-1.854370540481117e-27
1604,-1.855447509844479e-27
1605,-1.8565236614981503e-27
1606,-1.8575989950931097e-27
1607,-1.8586735102818044e-27
1608,-1.8597472067181474e-27
1609,-1.8608200840575153e-27
1610,-1.8618921419567478e-27
1611,-1.8629633800741437e-27
1612,-1.8640337980694586e-27
1613,-1.865103395603905e-27
1614,-1.8661721723401472e-27
1615,-1.8672401279423e-27
1616,-1.8683072620759267e-27
1617,-1.8693735744080397e-27
1618,-1.8704390646070925e-27
1619,-1.8715037323429813e-27
1620,-1.8725675772870433e-27
1621,-1.8736305991120514e-27
1622,-1.874692797492216e-27
1623,-1.87575417210318e-27
1624,-1.8768147226220162e-27
1625,-1.8778744487272273e-27
1626,-1.8789333500987433e-27
1627,-1.879991426417917e-27
1628,-1.881048677367524e-27
1629,-1.8821051026317615e-27
1630,-1.8831607018962434e-27
1631,-1.884215474847999e-27
1632,-1.885269421175473e-27
1633,-1.8863225405685198e-27
1634,-1.8873748327184027e-27
1635,-1.8884262973177945e-27
1636,-1.8894769340607715e-27
1637,-1.8905267426428118e-27
1638,-1.8915757227607973e-27
1639,-1.8926238741130047e-27
1640,-1.8936711963991092e-27
1641,-1.894717689320181e-27
1642,-1.8957633525786795e-27
1643,-1.896808185878457e-27
1644,-1.897852188924753e-27
1645,-1.8988953614241907e-27
1646,-1.899937703084779e-27
1647,-1.9009792136159076e-27
1648,-1.9020198927283452e-27
1649,-1.9030597401342377e-27
1650,-1.9040987555471073e-27
1651,-1.9051369386818462e-27
1652,-1.9061742892547207e-27
1653,-1.9072108069833646e-27
1654,-1.908246491586776e-27
1655,-1.9092813427853217e-27
1656,-1.9103153603007278e-27
1657,-1.9113485438560815e-27
1658,-1.912380893175828e-27
1659,-1.9134124079857695e-27
1660,-1.9144430880130613e-27
1661,-1.91547293298621e-27
1662,-1.916501942635074e-27
1663,-1.917530116690856e-27
1664,-1.9185574548861083e-27
1665,-1.9195839569547235e-27
1666,-1.920609622631938e-27
1667,-1.9216344516543258e-27
1668,-1.9226584437597993e-27
1669,-1.923681598687605e-27
1670,-1.9247039161783237e-27
1671,-1.925725395973867e-27
1672,-1.9267460378174744e-27
1673,-1.9277658414537135e-27
1674,-1.928784806628477e-27
1675,-1.9298029330889786e-27
1676,-1.9308202205837548e-27
1677,-1.9318366688626604e-27
1678,-1.932852277676865e-27
1679,-1.9338670467788556e-27
1680,-1.93488097592243e-27
1681,-1.9358940648626955e-27
1682,-1.93690631335607e-27
1683,-1.9379177211602785e-27
1684,-1.9389282880343457e-27
1685,-1.9399380137386044e-27
1686,-1.9409468980346837e-27
1687,-1.9419549406855125e-27
1688,-1.942962141455316e-27
1689,-1.943968500109613e-27
1690,-1.9449740164152156e-27
1691,-1.9459786901402237e-27
1692,-1.9469825210540284e-27
1693,-1.947985508927305e-27
1694,-1.9489876535320137e-27
1695,-1.9499889546413958e-27
1696,-1.9509894120299737e-27
1697,-1.9519890254735477e-27
1698,-1.952987794749193e-27
1699,-1.953985719635262e-27
1700,-1.9549827999113747e-27
1701,-1.9559790353584255e-27
1702,-1.956974425758574e-27
1703,-1.9579689708952464e-27
1704,-1.958962670553134e-27
1705,-1.9599555245181895e-27
1706,-1.9609475325776257e-27
1707,-1.961938694519914e-27
1708,-1.962929010134781e-27
1709,-1.9639184792132087e-27
1710,-1.9649071015474305e-27
1711,-1.9658948769309302e-27
1712,-1.9668818051584394e-27
1713,-1.9678678860259373e-27
1714,-1.968853119330646e-27
1715,-1.9698375048710305e-27
1716,-1.970821042446796e-27
1717,-1.9718037318588874e-27
1718,-1.972785572909484e-27
1719,-1.9737665654020006e-27
1720,-1.9747467091410853e-27
1721,-1.975726003932615e-27
1722,-1.9767044495836968e-27
1723,-1.977682045902665e-27
1724,-1.978658792699076e-27
1725,-1.9796346897837117e-27
1726,-1.9806097369685744e-27
1727,-1.9815839340668834e-27
1728,-1.9825572808930778e-27
1729,-1.9835297772628097e-27
1730,-1.984501422992945e-27
1731,-1.9854722179015614e-27
1732,-1.986442161807946e-27
1733,-1.9874112545325913e-27
1734,-1.9883794958971975e-27
1735,-1.9893468857246674e-27
1736,-1.990313423839105e-27
1737,-1.991279110065815e-27
1738,-1.9922439442313e-27
1739,-1.993207926163256e-27
1740,-1.994171055690577e-27
1741,-1.995133332643345e-27
1742,-1.9960947568528352e-27
1743,-1.9970553281515093e-27
1744,-1.9980150463730167e-27
1745,-1.9989739113521895e-27
1746,-1.9999319229250444e-27
1747,-2.0008890809287774e-27
1748,-2.001845385201763e-27
1749,-2.002800835583555e-27
1750,-2.0037554319148793e-27
1751,-2.004709174037636e-27
1752,-2.0056620617948976e-27
1753,-2.0066140950309033e-27
1754,-2.0075652735910632e-27
1755,-2.0085155973219504e-27
1756,-2.0094650660713034e-27
1757,-2.0104136796880208e-27
1758,-2.011361438022163e-27
1759,-2.012308340924948e-27
1760,-2.013254388248749e-27
1761,-2.0141995798470954e-27
1762,-2.0151439155746683e-27
1763,-2.0160873952872983e-27
1764,-2.0170300188419677e-27
1765,-2.0179717860968037e-27
1766,-2.0189126969110793e-27
1767,-2.0198527511452102e-27
1768,-2.0207919486607542e-27
1769,-2.0217302893204094e-27
1770,-2.0226677729880096e-27
1771,-2.023604399528527e-27
1772,-2.0245401688080657e-27
1773,-2.025475080693864e-27
1774,-2.0264091350542893e-27
1775,-2.0273423317588384e-27
1776,-2.0282746706781337e-27
1777,-2.0292061516839255e-27
1778,-2.0301367746490827e-27
1779,-2.0310665394475995e-27
1780,-2.031995445954588e-27
1781,-2.0329234940462776e-27
1782,-2.0338506836000145e-27
1783,-2.034777014494259e-27
1784,-2.0357024866085823e-27
1785,-2.0366270998236667e-27
1786,-2.0375508540213045e-27
1787,-2.038473749084393e-27
1788,-2.039395784896935e-27
1789,-2.040316961344038e-27
1790,-2.041237278311908e-27
1791,-2.042156735687854e-27
1792,-2.0430753333602803e-27
1793,-2.0439930712186882e-27
1794,-2.0449099491536733e-27
1795,-2.0458259670569237e-27
1796,-2.0467411248212187e-27
1797,-2.0476554223404245e-27
1798,-2.0485688595094973e-27
1799,-2.0494814362244765e-27
1800,-2.050393152382486e-27
1801,-2.0513040078817324e-27
1802,-2.052214002621499e-27
1803,-2.0531231365021515e-27
1804,-2.0540314094251298e-27
1805,-2.054938821292949e-27
1806,-2.0558453720091967e-27
1807,-2.056751061478534e-27
1808,-2.057655889606687e-27
1809,-2.058559856300454e-27
1810,-2.0594629614676973e-27
1811,-2.0603652050173425e-27
1812,-2.0612665868593798e-27
1813,-2.062167106904859e-27
1814,-2.063066765065888e-27
1815,-2.0639655612556333e-27
1816,-2.0648634953883162e-27
1817,-2.0657605673792116e-27
1818,-2.0666567771446472e-27
1819,-2.0675521246019993e-27
1820,-2.068446609669695e-27
1821,-2.0693402322672066e-27
1822,-2.0702329923150518e-27
1823,-2.071124889734793e-27
1824,-2.0720159244490304e-27
1825,-2.0729060963814077e-27
1826,-2.0737954054566067e-27
1827,-2.0746838516003433e-27
1828,-2.0755714347393706e-27
1829,-2.076458154801473e-27
1830,-2.077344011715466e-27
1831,-2.078229005411197e-27
1832,-2.0791131358195392e-27
1833,-2.079996402872392e-27
1834,-2.0808788065026808e-27
1835,-2.0817603466443528e-27
1836,-2.0826410232323752e-27
1837,-2.0835208362027363e-27
1838,-2.0843997854924418e-27
1839,-2.0852778710395125e-27
1840,-2.0861550927829843e-27
1841,-2.087031450662906e-27
1842,-2.0879069446203365e-27
1843,-2.0887815745973436e-27
1844,-2.0896553405370035e-27
1845,-2.0905282423833983e-27
1846,-2.091400280081614e-27
1847,-2.0922714535777396e-27
1848,-2.0931417628188636e-27
1849,-2.094011207753075e-27
1850,-2.0948797883294598e-27
1851,-2.0957475044980995e-27
1852,-2.096614356210071e-27
1853,-2.097480343417442e-27
1854,-2.0983454660732717e-27
1855,-2.0992097241316095e-27
1856,-2.1000731175474914e-27
1857,-2.100935646276938e-27
1858,-2.1017973102769565e-27
1859,-2.102658109505535e-27
1860,-2.103518043921643e-27
1861,-2.10437711348523e-27
1862,-2.1052353181572207e-27
1863,-2.1060926578995193e-27
1864,-2.1069491326750013e-27
