ell,DeltaCl_over_Cl_A_percent,DeltaCl_over_Cl_B_percent
1268,-4.8354752106605736e-26,-1.4506425631981722e-25
1269,-4.839877489874376e-26,-1.451963246962313e-25
1270,-4.8442777605872135e-26,-1.4532833281761642e-25
1271,-4.8486760195176534e-26,-1.4546028058552962e-25
1272,-4.853072263392197e-26,-1.455921679017659e-25
1273,-4.8574664889452713e-26,-1.4572399466835812e-25
1274,-4.86185869291921e-26,-1.4585576078757631e-25
1275,-4.866248872064251e-26,-1.4598746616192752e-25
1276,-4.8706370231385257e-26,-1.4611911069415577e-25
1277,-4.875023142908038e-26,-1.4625069428724115e-25
1278,-4.879407228146664e-26,-1.4638221684439993e-25
1279,-4.88378927563614e-26,-1.4651367826908422e-25
1280,-4.888169282166046e-26,-1.466450784649814e-25
1281,-4.892547244533799e-26,-1.4677641733601396e-25
1282,-4.896923159544641e-26,-1.4690769478633922e-25
1283,-4.9012970240116285e-26,-1.4703891072034885e-25
1284,-4.905668834755625e-26,-1.4717006504266873e-25
1285,-4.9100385886052826e-26,-1.473011576581585e-25
1286,-4.9144062823970384e-26,-1.4743218847191114e-25
1287,-4.9187719129751007e-26,-1.47563157389253e-25
1288,-4.9231354771914383e-26,-1.4769406431574316e-25
1289,-4.9274969719057715e-26,-1.4782490915717314e-25
1290,-4.9318563939855586e-26,-1.4795569181956678e-25
1291,-4.9362137403059875e-26,-1.4808641220917964e-25
1292,-4.9405690077499643e-26,-1.4821707023249894e-25
1293,-4.944922193208101e-26,-1.4834766579624305e-25
1294,-4.9492732935787116e-26,-1.4847819880736134e-25
1295,-4.95362230576779e-26,-1.486086691730337e-25
1296,-4.9579692266890086e-26,-1.4873907680067027e-25
1297,-4.9623140532637077e-26,-1.4886942159791124e-25
1298,-4.9666567824208767e-26,-1.489997034726263e-25
1299,-4.9709974110971515e-26,-1.4912992233291455e-25
1300,-4.9753359362368024e-26,-1.492600780871041e-25
1301,-4.9796723547917215e-26,-1.4939017064375163e-25
1302,-4.984006663721412e-26,-1.4952019991164238e-25
1303,-4.98833885999298e-26,-1.496501657997894e-25
1304,-4.992668940581121e-26,-1.4978006821743363e-25
1305,-4.9969969024681155e-26,-1.4990990707404346e-25
1306,-5.0013227426438084e-26,-1.5003968227931425e-25
1307,-5.005646458105608e-26,-1.5016939374316826e-25
1308,-5.0099680458584715e-26,-1.5029904137575416e-25
1309,-5.0142875029148964e-26,-1.5042862508744689e-25
1310,-5.018604826294899e-26,-1.5055814478884697e-25
1311,-5.0229200130260285e-26,-1.5068760039078087e-25
1312,-5.027233060143328e-26,-1.5081699180429985e-25
1313,-5.0315439646893467e-26,-1.509463189406804e-25
1314,-5.035852723714115e-26,-1.5107558171142342e-25
1315,-5.0401593342751415e-26,-1.5120478002825423e-25
1316,-5.0444637934373995e-26,-1.5133391380312197e-25
1317,-5.0487660982733205e-26,-1.5146298294819962e-25
1318,-5.0530662458627775e-26,-1.5159198737588335e-25
1319,-5.057364233293082e-26,-1.5172092699879246e-25
1320,-5.061660057658964e-26,-1.5184980172976892e-25
1321,-5.0659537160625745e-26,-1.5197861148187725e-25
1322,-5.070245205613463e-26,-1.521073561684039e-25
1323,-5.074534523428577e-26,-1.5223603570285732e-25
1324,-5.078821666632241e-26,-1.5236464999896722e-25
1325,-5.0831066323561575e-26,-1.5249319897068471e-25
1326,-5.08738941773939e-26,-1.5262168253218172e-25
1327,-5.091670019928354e-26,-1.5275010059785063e-25
1328,-5.0959484360768086e-26,-1.5287845308230426e-25
1329,-5.100224663345842e-26,-1.5300673990037527e-25
1330,-5.104498698903868e-26,-1.5313496096711603e-25
1331,-5.108770539926606e-26,-1.5326311619779818e-25
1332,-5.113040183597083e-26,-1.533912055079125e-25
1333,-5.117307627105613e-26,-1.535192288131684e-25
1334,-5.1215728676497913e-26,-1.5364718602949375e-25
1335,-5.1258359024344876e-26,-1.5377507707303465e-25
1336,-5.130096728671827e-26,-1.5390290186015481e-25
1337,-5.134355343581185e-26,-1.5403066030743556e-25
1338,-5.138611744389186e-26,-1.5415835233167556e-25
1339,-5.142865928329673e-26,-1.5428597784989016e-25
1340,-5.147117892643714e-26,-1.5441353677931142e-25
1341,-5.151367634579591e-26,-1.5454102903738772e-25
1342,-5.1556151513927795e-26,-1.5466845454178339e-25
1343,-5.1598604403459496e-26,-1.5479581321037848e-25
1344,-5.164103498708947e-26,-1.549231049612684e-25
1345,-5.168344323758788e-26,-1.5505032971276367e-25
1346,-5.172582912779656e-26,-1.5517748738338968e-25
1347,-5.176819263062871e-26,-1.5530457789188616e-25
1348,-5.181053371906903e-26,-1.554316011572071e-25
1349,-5.185285236617348e-26,-1.5555855709852047e-25
1350,-5.189514854506922e-26,-1.5568544563520767e-25
1351,-5.193742222895448e-26,-1.5581226668686344e-25
1352,-5.197967339109854e-26,-1.5593902017329563e-25
1353,-5.202190200484154e-26,-1.5606570601452462e-25
1354,-5.206410804359441e-26,-1.5619232413078325e-25
1355,-5.210629148083884e-26,-1.5631887444251652e-25
1356,-5.214845229012702e-26,-1.5644535687038107e-25
1357,-5.219059044508171e-26,-1.5657177133524515e-25
1358,-5.223270591939608e-26,-1.5669811775818824e-25
1359,-5.227479868683357e-26,-1.5682439606050072e-25
1360,-5.231686872122782e-26,-1.5695060616368346e-25
1361,-5.235891599648259e-26,-1.5707674798944779e-25
1362,-5.240094048657166e-26,-1.5720282145971497e-25
1363,-5.244294216553865e-26,-1.5732882649661595e-25
1364,-5.24849210074971e-26,-1.5745476302249127e-25
1365,-5.252687698663015e-26,-1.575806309598905e-25
1366,-5.256881007719065e-26,-1.5770643023157195e-25
1367,-5.26107202535009e-26,-1.5783216076050267e-25
1368,-5.26526074899526e-26,-1.5795782246985782e-25
1369,-5.269447176100685e-26,-1.5808341528302057e-25
1370,-5.273631304119393e-26,-1.582089391235818e-25
1371,-5.27781313051132e-26,-1.583343939153396e-25
1372,-5.281992652743312e-26,-1.5845977958229936e-25
1373,-5.286169868289103e-26,-1.585850960486731e-25
1374,-5.290344774629311e-26,-1.5871034323887935e-25
1375,-5.294517369251431e-26,-1.5883552107754296e-25
1376,-5.298687649649819e-26,-1.5896062948949458e-25
1377,-5.302855613325681e-26,-1.5908566839977044e-25
1378,-5.307021257787076e-26,-1.5921063773361228e-25
1379,-5.31118458054889e-26,-1.5933553741646672e-25
1380,-5.31534557913284e-26,-1.594603673739852e-25
1381,-5.319504251067453e-26,-1.595851275320236e-25
1382,-5.323660593888066e-26,-1.59709817816642e-25
1383,-5.327814605136812e-26,-1.5983443815410438e-25
1384,-5.331966282362608e-26,-1.5995898847087822e-25
1385,-5.336115623121146e-26,-1.6008346869363443e-25
1386,-5.340262624974894e-26,-1.6020787874924685e-25
1387,-5.34440728549307e-26,-1.6033221856479212e-25
1388,-5.348549602251642e-26,-1.6045648806754927e-25
1389,-5.352689572833319e-26,-1.6058068718499956e-25
1390,-5.356827194827533e-26,-1.6070481584482599e-25
1391,-5.360962465830443e-26,-1.608288739749133e-25
1392,-5.365095383444914e-26,-1.6095286150334743e-25
1393,-5.369225945280512e-26,-1.610767783584154e-25
1394,-5.373354148953496e-26,-1.612006244686049e-25
1395,-5.377479992086804e-26,-1.6132439976260413e-25
1396,-5.381603472310045e-26,-1.6144810416930134e-25
1397,-5.385724587259493e-26,-1.615717376177848e-25
1398,-5.389843334578076e-26,-1.6169530003734228e-25
1399,-5.393959711915363e-26,-1.618187913574609e-25
1400,-5.398073716927556e-26,-1.619422115078267e-25
1401,-5.40218534727749e-26,-1.6206556041832469e-25
1402,-5.406294600634602e-26,-1.6218883801903805e-25
1403,-5.410401474674946e-26,-1.623120442402484e-25
1404,-5.414505967081169e-26,-1.6243517901243506e-25
1405,-5.418608075542502e-26,-1.625582422662751e-25
1406,-5.422707797754762e-26,-1.6268123393264283e-25
1407,-5.426805131420323e-26,-1.6280415394260965e-25
1408,-5.430900074248127e-26,-1.6292700222744381e-25
1409,-5.434992623953664e-26,-1.6304977871860992e-25
1410,-5.439082778258958e-26,-1.6317248334776874e-25
1411,-5.443170534892575e-26,-1.6329511604677726e-25
1412,-5.447255891589594e-26,-1.6341767674768783e-25
1413,-5.451338846091607e-26,-1.6354016538274822e-25
1414,-5.455419396146714e-26,-1.6366258188440145e-25
1415,-5.459497539509508e-26,-1.6378492618528526e-25
1416,-5.46357327394106e-26,-1.6390719821823184e-25
1417,-5.467646597208925e-26,-1.6402939791626777e-25
1418,-5.471717507087117e-26,-1.6415152521261352e-25
1419,-5.475786001356113e-26,-1.6427358004068336e-25
1420,-5.479852077802829e-26,-1.643955623340849e-25
1421,-5.483915734220632e-26,-1.6451747202661893e-25
1422,-5.487976968409304e-26,-1.6463930905227915e-25
1423,-5.492035778175059e-26,-1.6476107334525177e-25
1424,-5.496092161330514e-26,-1.648827648399154e-25
1425,-5.500146115694691e-26,-1.650043834708407e-25
1426,-5.504197639093003e-26,-1.651259291727901e-25
1427,-5.508246729357248e-26,-1.6524740188071744e-25
1428,-5.512293384325595e-26,-1.6536880152976787e-25
1429,-5.516337601842583e-26,-1.6549012805527752e-25
1430,-5.520379379759102e-26,-1.6561138139277307e-25
1431,-5.524418715932391e-26,-1.6573256147797172e-25
1432,-5.528455608226026e-26,-1.6585366824678077e-25
1433,-5.532490054509911e-26,-1.6597470163529733e-25
1434,-5.536522052660271e-26,-1.6609566157980815e-25
1435,-5.540551600559642e-26,-1.6621654801678923e-25
1436,-5.544578696096856e-26,-1.6633736088290568e-25
1437,-5.548603337167046e-26,-1.6645810011501137e-25
1438,-5.55262552167162e-26,-1.6657876565014861e-25
1439,-5.556645247518265e-26,-1.6669935742554795e-25
1440,-5.560662512620933e-26,-1.66819875378628e-25
1441,-5.56467731489983e-26,-1.6694031944699486e-25
1442,-5.568689652281407e-26,-1.6706068956844225e-25
1443,-5.572699522698361e-26,-1.6718098568095085e-25
1444,-5.576706924089614e-26,-1.6730120772268838e-25
1445,-5.580711854400302e-26,-1.6742135563200908e-25
1446,-5.584714311581783e-26,-1.675414293474535e-25
1447,-5.588714293591612e-26,-1.6766142880774834e-25
1448,-5.592711798393534e-26,-1.67781353951806e-25
1449,-5.596706823957487e-26,-1.6790120471872464e-25
1450,-5.600699368259576e-26,-1.680209810477873e-25
1451,-5.604689429282079e-26,-1.6814068287846236e-25
1452,-5.608677005013428e-26,-1.682603101504028e-25
1453,-5.612662093448203e-26,-1.6837986280344608e-25
1454,-5.616644692587129e-26,-1.684993407776139e-25
1455,-5.620624800437055e-26,-1.6861874401311165e-25
1456,-5.624602415010962e-26,-1.6873807245032884e-25
1457,-5.628577534327933e-26,-1.68857326029838e-25
1458,-5.632550156413162e-26,-1.6897650469239486e-25
1459,-5.63652027929794e-26,-1.690956083789382e-25
1460,-5.640487901019643e-26,-1.6921463703058927e-25
1461,-5.64445301962172e-26,-1.693335905886516e-25
1462,-5.648415633153698e-26,-1.6945246899461096e-25
1463,-5.652375739671162e-26,-1.6957127219013485e-25
1464,-5.656333337235743e-26,-1.6969000011707232e-25
1465,-5.660288423915122e-26,-1.6980865271745366e-25
1466,-5.664240997783012e-26,-1.6992722993349037e-25
1467,-5.668191056919148e-26,-1.7004573170757446e-25
1468,-5.672138599409287e-26,-1.7016415798227862e-25
1469,-5.676083623345191e-26,-1.7028250870035573e-25
1470,-5.680026126824622e-26,-1.7040078380473867e-25
1471,-5.683966107951332e-26,-1.7051898323853998e-25
1472,-5.687903564835056e-26,-1.7063710694505168e-25
1473,-5.691838495591502e-26,-1.7075515486774506e-25
1474,-5.69577089834234e-26,-1.7087312695027018e-25
1475,-5.699700771215199e-26,-1.7099102313645597e-25
1476,-5.703628112343655e-26,-1.7110884337030962e-25
1477,-5.70755291986722e-26,-1.712265875960166e-25
1478,-5.711475191931339e-26,-1.7134425575794016e-25
1479,-5.715394926687374e-26,-1.7146184780062121e-25
1480,-5.719312122292607e-26,-1.7157936366877822e-25
1481,-5.723226776910214e-26,-1.7169680330730645e-25
1482,-5.727138888709277e-26,-1.7181416666127835e-25
1483,-5.731048455864759e-26,-1.7193145367594277e-25
1484,-5.734955476557498e-26,-1.7204866429672492e-25
1485,-5.73885994897421e-26,-1.7216579846922632e-25
1486,-5.742761871307465e-26,-1.7228285613922396e-25
1487,-5.74666124175569e-26,-1.723998372526707e-25
1488,-5.750558058523157e-26,-1.725167417556947e-25
1489,-5.754452319819966e-26,-1.7263356959459898e-25
1490,-5.758344023862051e-26,-1.7275032071586154e-25
1491,-5.762233168871166e-26,-1.7286699506613498e-25
1492,-5.766119753074868e-26,-1.7298359259224603e-25
1493,-5.77000377470652e-26,-1.731001132411956e-25
1494,-5.773885232005278e-26,-1.7321655696015835e-25
1495,-5.777764123216083e-26,-1.7333292369648251e-25
1496,-5.781640446589648e-26,-1.7344921339768943e-25
1497,-5.785514200382459e-26,-1.7356542601147379e-25
1498,-5.789385382856757e-26,-1.7368156148570273e-25
1499,-5.793253992280537e-26,-1.7379761976841612e-25
1500,-5.797120026927534e-26,-1.7391360080782602e-25
1501,-5.800983485077216e-26,-1.7402950455231652e-25
1502,-5.804844365014785e-26,-1.741453309504436e-25
1503,-5.808702665031148e-26,-1.7426107995093442e-25
1504,-5.812558383422927e-26,-1.7437675150268781e-25
1505,-5.816411518492448e-26,-1.7449234555477344e-25
1506,-5.820262068547717e-26,-1.7460786205643155e-25
1507,-5.824110031902437e-26,-1.7472330095707314e-25
1508,-5.827955406875983e-26,-1.7483866220627953e-25
1509,-5.83179819179339e-26,-1.749539457538017e-25
1510,-5.835638384985359e-26,-1.7506915154956078e-25
1511,-5.839475984788239e-26,-1.7518427954364717e-25
1512,-5.843310989544019e-26,-1.7529932968632058e-25
1513,-5.847143397600325e-26,-1.7541430192800977e-25
1514,-5.85097320731041e-26,-1.7552919621931231e-25
1515,-5.854800417033136e-26,-1.7564401251099412e-25
1516,-5.858625025132983e-26,-1.7575875075398953e-25
1517,-5.862447029980031e-26,-1.7587341089940092e-25
1518,-5.86626642994994e-26,-1.7598799289849821e-25
1519,-5.870083223423973e-26,-1.761024967027192e-25
1520,-5.873897408788957e-26,-1.762169222636687e-25
1521,-5.877708984437286e-26,-1.763312695331186e-25
1522,-5.881517948766918e-26,-1.7644553846300757e-25
1523,-5.885324300181367e-26,-1.7655972900544103e-25
1524,-5.889128037089677e-26,-1.766738411126903e-25
1525,-5.892929157906436e-26,-1.7678787473719309e-25
1526,-5.89672766105176e-26,-1.769018298315528e-25
1527,-5.900523544951277e-26,-1.770157063485383e-25
1528,-5.904316808036131e-26,-1.771295042410839e-25
1529,-5.908107448742967e-26,-1.77243223462289e-25
1530,-5.911895465513922e-26,-1.773568639654177e-25
1531,-5.915680856796623e-26,-1.7747042570389871e-25
1532,-5.919463621044171e-26,-1.775839086313251e-25
1533,-5.923243756715137e-26,-1.776973127014541e-25
1534,-5.927021262273557e-26,-1.7781063786820672e-25
1535,-5.930796136188919e-26,-1.7792388408566762e-25
1536,-5.934568376936156e-26,-1.7803705130808465e-25
1537,-5.938337982995638e-26,-1.7815013948986915e-25
1538,-5.942104952853167e-26,-1.7826314858559502e-25
1539,-5.94586928499996e-26,-1.7837607854999883e-25
1540,-5.94963097793266e-26,-1.784889293379798e-25
1541,-5.953390030153302e-26,-1.7860170090459904e-25
1542,-5.957146440169322e-26,-1.7871439320507968e-25
1543,-5.960900206493551e-26,-1.7882700619480651e-25
1544,-5.964651327644196e-26,-1.789395398293259e-25
1545,-5.968399802144837e-26,-1.790519940643451e-25
1546,-5.972145628524421e-26,-1.7916436885573262e-25
1547,-5.975888805317255e-26,-1.7927666415951765e-25
1548,-5.979629331062986e-26,-1.7938887993188962e-25
1549,-5.983367204306615e-26,-1.7950101612919846e-25
1550,-5.987102423598468e-26,-1.7961307270795407e-25
1551,-5.990834987494197e-26,-1.797250496248259e-25
1552,-5.994564894554775e-26,-1.7983694683664326e-25
1553,-5.998292143346486e-26,-1.7994876430039459e-25
1554,-6.002016732440903e-26,-1.800605019732271e-25
1555,-6.005738660414912e-26,-1.8017215981244737e-25
1556,-6.009457925850672e-26,-1.8028373777552018e-25
1557,-6.013174527335622e-26,-1.8039523582006867e-25
1558,-6.016888463462475e-26,-1.8050665390387422e-25
1559,-6.020599732829203e-26,-1.8061799198487609e-25
1560,-6.024308334039029e-26,-1.8072925002117088e-25
1561,-6.028014265700435e-26,-1.8084042797101307e-25
1562,-6.031717526427128e-26,-1.8095152579281386e-25
1563,-6.035418114838054e-26,-1.810625434451416e-25
1564,-6.039116029557377e-26,-1.8117348088672132e-25
1565,-6.042811269214482e-26,-1.8128433807643446e-25
1566,-6.046503832443958e-26,-1.8139511497331873e-25
1567,-6.050193717885592e-26,-1.8150581153656776e-25
1568,-6.053880924184368e-26,-1.8161642772553103e-25
1569,-6.057565449990449e-26,-1.817269634997135e-25
1570,-6.06124729395918e-26,-1.818374188187754e-25
1571,-6.064926454751064e-26,-1.8194779364253197e-25
1572,-6.068602931031781e-26,-1.8205808793095345e-25
1573,-6.072276721472151e-26,-1.8216830164416452e-25
1574,-6.075947824748143e-26,-1.8227843474244427e-25
1575,-6.079616239540865e-26,-1.8238848718622594e-25
1576,-6.083281964536553e-26,-1.8249845893609661e-25
1577,-6.086944998426569e-26,-1.8260834995279707e-25
1578,-6.090605339907387e-26,-1.8271816019722162e-25
1579,-6.094262987680586e-26,-1.8282788963041758e-25
1580,-6.097917940452846e-26,-1.829375382135854e-25
1581,-6.101570196935942e-26,-1.8304710590807829e-25
1582,-6.105219755846726e-26,-1.831565926754018e-25
1583,-6.108866615907132e-26,-1.83265998477214e-25
1584,-6.112510775844161e-26,-1.8337532327532482e-25
1585,-6.11615223438987e-26,-1.834845670316961e-25
1586,-6.119790990281378e-26,-1.8359372970844132e-25
1587,-6.123427042260845e-26,-1.8370281126782535e-25
1588,-6.127060389075467e-26,-1.8381181167226406e-25
1589,-6.130691029477475e-26,-1.8392073088432428e-25
1590,-6.134318962224122e-26,-1.8402956886672365e-25
1591,-6.137944186077672e-26,-1.8413832558233014e-25
1592,-6.141566699805402e-26,-1.8424700099416206e-25
1593,-6.145186502179586e-26,-1.8435559506538761e-25
1594,-6.148803591977494e-26,-1.8446410775932482e-25
1595,-6.152417967981376e-26,-1.8457253903944129e-25
1596,-6.156029628978467e-26,-1.8468088886935402e-25
1597,-6.159638573760962e-26,-1.8478915721282886e-25
1598,-6.16324480112603e-26,-1.8489734403378085e-25
1599,-6.166848309875785e-26,-1.8500544929627355e-25
1600,-6.170449098817293e-26,-1.851134729645188e-25
1601,-6.174047166762562e-26,-1.8522141500287684e-25
1602,-6.177642512528529e-26,-1.8532927537585587e-25
1603,-6.181235134937057e-26,-1.8543705404811168e-25
1604,-6.18482503281493e-26,-1.855447509844479e-25
1605,-6.188412204993833e-26,-1.8565236614981503e-25
1606,-6.191996650310366e-26,-1.8575989950931096e-25
1607,-6.195578367606014e-26,-1.8586735102818044e-25
1608,-6.199157355727158e-26,-1.8597472067181473e-25
1609,-6.202733613525051e-26,-1.8608200840575152e-25
1610,-6.206307139855825e-26,-1.8618921419567479e-25
1611,-6.209877933580478e-26,-1.8629633800741436e-25
1612,-6.213445993564862e-26,-1.8640337980694586e-25
1613,-6.217011318679683e-26,-1.865103395603905e-25
1614,-6.22057390780049e-26,-1.8661721723401472e-25
1615,-6.224133759807665e-26,-1.8672401279423e-25
1616,-6.227690873586421e-26,-1.8683072620759265e-25
1617,-6.231245248026799e-26,-1.8693735744080397e-25
1618,-6.234796882023641e-26,-1.8704390646070925e-25
1619,-6.238345774476605e-26,-1.8715037323429813e-25
1620,-6.241891924290143e-26,-1.8725675772870432e-25
1621,-6.245435330373505e-26,-1.8736305991120514e-25
1622,-6.24897599164072e-26,-1.8746927974922161e-25
1623,-6.2525139070106e-26,-1.87575417210318e-25
1624,-6.25604907540672e-26,-1.8768147226220163e-25
1625,-6.259581495757424e-26,-1.8778744487272274e-25
1626,-6.26311116699581e-26,-1.8789333500987432e-25
1627,-6.266638088059721e-26,-1.879991426417917e-25
1628,-6.270162257891747e-26,-1.881048677367524e-25
1629,-6.273683675439205e-26,-1.8821051026317614e-25
1630,-6.277202339654144e-26,-1.8831607018962435e-25
1631,-6.28071824949333e-26,-1.8842154748479988e-25
1632,-6.284231403918243e-26,-1.885269421175473e-25
1633,-6.287741801895065e-26,-1.8863225405685199e-25
1634,-6.291249442394676e-26,-1.8873748327184027e-25
1635,-6.294754324392647e-26,-1.8884262973177945e-25
1636,-6.298256446869239e-26,-1.8894769340607714e-25
1637,-6.301755808809372e-26,-1.8905267426428118e-25
1638,-6.305252409202657e-26,-1.8915757227607973e-25
1639,-6.308746247043348e-26,-1.8926238741130048e-25
1640,-6.312237321330365e-26,-1.8936711963991093e-25
1641,-6.315725631067269e-26,-1.894717689320181e-25
1642,-6.319211175262266e-26,-1.8957633525786795e-25
1643,-6.322693952928191e-26,-1.8968081858784572e-25
1644,-6.32617396308251e-26,-1.897852188924753e-25
1645,-6.329651204747302e-26,-1.8988953614241907e-25
1646,-6.333125676949263e-26,-1.8999377030847789e-25
1647,-6.336597378719692e-26,-1.9009792136159076e-25
1648,-6.340066309094484e-26,-1.9020198927283452e-25
1649,-6.343532467114125e-26,-1.9030597401342376e-25
1650,-6.346995851823691e-26,-1.9040987555471072e-25
1651,-6.350456462272821e-26,-1.9051369386818463e-25
1652,-6.353914297515736e-26,-1.9061742892547208e-25
1653,-6.357369356611215e-26,-1.9072108069833646e-25
1654,-6.360821638622586e-26,-1.908246491586776e-25
1655,-6.364271142617739e-26,-1.9092813427853218e-25
1656,-6.367717867669093e-26,-1.9103153603007278e-25
1657,-6.371161812853605e-26,-1.9113485438560815e-25
1658,-6.37460297725276e-26,-1.912380893175828e-25
1659,-6.378041359952566e-26,-1.9134124079857694e-25
1660,-6.381476960043538e-26,-1.9144430880130613e-25
1661,-6.3849097766207e-26,-1.91547293298621e-25
1662,-6.388339808783579e-26,-1.916501942635074e-25
1663,-6.391767055636187e-26,-1.917530116690856e-25
1664,-6.395191516287027e-26,-1.9185574548861083e-25
1665,-6.398613189849078e-26,-1.9195839569547234e-25
1666,-6.402032075439793e-26,-1.9206096226319381e-25
1667,-6.405448172181086e-26,-1.9216344516543258e-25
1668,-6.408861479199332e-26,-1.9226584437597994e-25
1669,-6.41227199562535e-26,-1.923681598687605e-25
1670,-6.415679720594413e-26,-1.9247039161783237e-25
1671,-6.419084653246222e-26,-1.925725395973867e-25
1672,-6.422486792724914e-26,-1.9267460378174743e-25
1673,-6.425886138179045e-26,-1.9277658414537135e-25
1674,-6.42928268876159e-26,-1.928784806628477e-25
1675,-6.432676443629928e-26,-1.9298029330889785e-25
1676,-6.436067401945849e-26,-1.9308202205837548e-25
1677,-6.439455562875535e-26,-1.9318366688626605e-25
1678,-6.442840925589551e-26,-1.932852277676865e-25
1679,-6.446223489262852e-26,-1.9338670467788556e-25
1680,-6.449603253074766e-26,-1.93488097592243e-25
1681,-6.452980216208984e-26,-1.9358940648626956e-25
1682,-6.456354377853567e-26,-1.9369063133560702e-25
1683,-6.459725737200928e-26,-1.9379177211602784e-25
1684,-6.463094293447819e-26,-1.9389282880343458e-25
1685,-6.466460045795347e-26,-1.9399380137386044e-25
1686,-6.469822993448946e-26,-1.9409468980346836e-25
1687,-6.473183135618374e-26,-1.9419549406855126e-25
1688,-6.476540471517719e-26,-1.942962141455316e-25
1689,-6.479895000365376e-26,-1.9439685001096131e-25
1690,-6.483246721384051e-26,-1.9449740164152155e-25
1691,-6.486595633800745e-26,-1.9459786901402237e-25
1692,-6.489941736846761e-26,-1.9469825210540284e-25
1693,-6.493285029757683e-26,-1.947985508927305e-25
1694,-6.496625511773379e-26,-1.9489876535320136e-25
1695,-6.499963182137986e-26,-1.9499889546413959e-25
1696,-6.503298040099913e-26,-1.9509894120299738e-25
1697,-6.506630084911826e-26,-1.9519890254735477e-25
1698,-6.509959315830643e-26,-1.952987794749193e-25
1699,-6.51328573211754e-26,-1.9539857196352618e-25
1700,-6.516609333037915e-26,-1.9549827999113747e-25
1701,-6.519930117861418e-26,-1.9559790353584256e-25
1702,-6.523248085861913e-26,-1.956974425758574e-25
1703,-6.526563236317488e-26,-1.9579689708952464e-25
1704,-6.529875568510446e-26,-1.9589626705531338e-25
1705,-6.533185081727299e-26,-1.9599555245181896e-25
1706,-6.536491775258752e-26,-1.9609475325776258e-25
1707,-6.539795648399713e-26,-1.961938694519914e-25
1708,-6.54309670044927e-26,-1.9629290101347811e-25
1709,-6.546394930710695e-26,-1.9639184792132087e-25
1710,-6.549690338491435e-26,-1.9649071015474306e-25
1711,-6.5529829231031e-26,-1.9658948769309303e-25
1712,-6.556272683861464e-26,-1.9668818051584394e-25
1713,-6.559559620086458e-26,-1.9678678860259374e-25
1714,-6.562843731102153e-26,-1.968853119330646e-25
1715,-6.566125016236768e-26,-1.9698375048710305e-25
1716,-6.569403474822653e-26,-1.970821042446796e-25
1717,-6.572679106196291e-26,-1.9718037318588875e-25
1718,-6.575951909698279e-26,-1.9727855729094838e-25
1719,-6.579221884673335e-26,-1.9737665654020006e-25
1720,-6.582489030470284e-26,-1.9747467091410854e-25
1721,-6.585753346442049e-26,-1.9757260039326151e-25
1722,-6.589014831945656e-26,-1.976704449583697e-25
1723,-6.592273486342216e-26,-1.977682045902665e-25
1724,-6.59552930899692e-26,-1.978658792699076e-25
1725,-6.598782299279038e-26,-1.9796346897837116e-25
1726,-6.602032456561914e-26,-1.9806097369685743e-25
1727,-6.605279780222944e-26,-1.9815839340668833e-25
1728,-6.608524269643593e-26,-1.9825572808930777e-25
1729,-6.611765924209364e-26,-1.9835297772628098e-25
1730,-6.615004743309816e-26,-1.9845014229929448e-25
1731,-6.618240726338539e-26,-1.9854722179015614e-25
1732,-6.621473872693154e-26,-1.9864421618079462e-25
1733,-6.624704181775304e-26,-1.9874112545325913e-25
1734,-6.627931652990658e-26,-1.9883794958971974e-25
1735,-6.63115628574889e-26,-1.9893468857246674e-25
1736,-6.634378079463684e-26,-1.990313423839105e-25
1737,-6.637597033552718e-26,-1.9912791100658152e-25
1738,-6.640813147437666e-26,-1.9922439442313e-25
1739,-6.644026420544187e-26,-1.9932079261632562e-25
1740,-6.647236852301922e-26,-1.9941710556905769e-25
1741,-6.650444442144483e-26,-1.9951333326433452e-25
1742,-6.65364918950945e-26,-1.9960947568528351e-25
1743,-6.656851093838364e-26,-1.9970553281515092e-25
1744,-6.660050154576722e-26,-1.9980150463730167e-25
1745,-6.663246371173964e-26,-1.9989739113521896e-25
1746,-6.666439743083481e-26,-1.9999319229250444e-25
1747,-6.669630269762592e-26,-2.0008890809287773e-25
1748,-6.672817950672544e-26,-2.001845385201763e-25
1749,-6.676002785278517e-26,-2.0028008355835552e-25
1750,-6.679184773049597e-26,-2.0037554319148793e-25
1751,-6.682363913458788e-26,-2.004709174037636e-25
1752,-6.685540205982991e-26,-2.0056620617948975e-25
1753,-6.68871365010301e-26,-2.0066140950309033e-25
1754,-6.691884245303543e-26,-2.0075652735910631e-25
1755,-6.695051991073168e-26,-2.0085155973219503e-25
1756,-6.698216886904344e-26,-2.0094650660713034e-25
1757,-6.701378932293403e-26,-2.0104136796880207e-25
1758,-6.704538126740543e-26,-2.011361438022163e-25
1759,-6.707694469749826e-26,-2.0123083409249481e-25
1760,-6.710847960829163e-26,-2.0132543882487492e-25
1761,-6.713998599490318e-26,-2.0141995798470955e-25
1762,-6.717146385248894e-26,-2.0151439155746684e-25
1763,-6.720291317624327e-26,-2.0160873952872984e-25
1764,-6.723433396139892e-26,-2.0170300188419676e-25
1765,-6.726572620322679e-26,-2.0179717860968036e-25
1766,-6.729708989703598e-26,-2.0189126969110794e-25
1767,-6.732842503817366e-26,-2.0198527511452101e-25
1768,-6.735973162202515e-26,-2.0207919486607543e-25
