ell,Delta_Cl_over_Cl_A,Delta_Cl_over_Cl_B
1188,-0.0004735195160771245,-0.0014205585482313734
1189,-0.00047400091652128777,-0.0014220027495638631
1190,-0.00047448213512441174,-0.001423446405373235
1191,-0.00047496317146845577,-0.0014248895144053672
1192,-0.00047544402513631496,-0.001426332075408945
1193,-0.000475924695711819,-0.001427774087135457
1194,-0.0004764051827797303,-0.0014292155483391908
1195,-0.000476885485925743,-0.0014306564577772289
1196,-0.0004773656047364823,-0.0014320968142094467
1197,-0.0004778455387995023,-0.001433536616398507
1198,-0.0004783252877032855,-0.0014349758631098564
1199,-0.0004788048510372409,-0.0014364145531117227
1200,-0.0004792842283917031,-0.0014378526851751092
1201,-0.0004797634193579311,-0.0014392902580737932
1202,-0.00048024242352810725,-0.0014407272705843216
1203,-0.0004807212404953351,-0.0014421637214860053
1204,-0.0004811998698536393,-0.0014435996095609176
1205,-0.00048167831119796354,-0.0014450349335938906
1206,-0.00048215656412416976,-0.0014464696923725093
1207,-0.00048263462822903673,-0.0014479038846871102
1208,-0.00048311250311025854,-0.0014493375093307757
1209,-0.00048359018836644445,-0.0014507705650993333
1210,-0.0004840676835971157,-0.001452203050791347
1211,-0.00048454498840270647,-0.0014536349652081192
1212,-0.0004850221023845611,-0.0014550663071536832
1213,-0.00048549902514493325,-0.0014564970754347999
1214,-0.00048597575628698533,-0.001457927268860956
1215,-0.0004864522954147863,-0.0014593568862443587
1216,-0.00048692864213331063,-0.0014607859263999318
1217,-0.0004874047960484381,-0.0014622143881453144
1218,-0.00048788075676695097,-0.001463642270300853
1219,-0.0004883565238965343,-0.0014650695716896028
1220,-0.0004888320970457734,-0.00146649629113732
1221,-0.0004893074758241534,-0.0014679224274724604
1222,-0.0004897826598420581,-0.0014693479795261741
1223,-0.0004902576487107683,-0.0014707729461323046
1224,-0.0004907324420424603,-0.0014721973261273807
1225,-0.0004912070394502061,-0.0014736211183506184
1226,-0.0004916814405479707,-0.0014750443216439123
1227,-0.0004921556449506113,-0.001476466934851834
1228,-0.0004926296522738765,-0.0014778889568216294
1229,-0.0004931034621344049,-0.0014793103864032145
1230,-0.0004935770741497232,-0.0014807312224491694
1231,-0.0004940504879382463,-0.0014821514638147391
1232,-0.0004945237031192752,-0.0014835711093578255
1233,-0.0004949967193129956,-0.0014849901579389868
1234,-0.0004954695361404776,-0.0014864086084214329
1235,-0.0004959421532236736,-0.001487826459671021
1236,-0.0004964145701854177,-0.001489243710556253
1237,-0.0004968867866494241,-0.0014906603599482721
1238,-0.0004973588022402863,-0.0014920764067208585
1239,-0.0004978306165834751,-0.0014934918497504254
1240,-0.0004983022293053391,-0.0014949066879160172
1241,-0.0004987736400331013,-0.0014963209200993038
1242,-0.0004992448483948595,-0.0014977345451845784
1243,-0.0004997158540195844,-0.0014991475620587532
1244,-0.0005001866565371191,-0.001500559969611357
1245,-0.0005006572555781764,-0.0015019717667345293
1246,-0.00050112765077434,-0.00150338295232302
1247,-0.0005015978417580608,-0.0015047935252741824
1248,-0.0005020678281626575,-0.0015062034844879723
1249,-0.0005025376096223146,-0.0015076128288669438
1250,-0.0005030071857720813,-0.0015090215573162439
1251,-0.0005034765562478706,-0.0015104296687436117
1252,-0.0005039457206864579,-0.0015118371620593735
1253,-0.0005044146787254796,-0.0015132440361764388
1254,-0.0005048834300034326,-0.0015146502900102979
1255,-0.0005053519741596725,-0.0015160559224790177
1256,-0.0005058203108344127,-0.0015174609325032382
1257,-0.000506288439668723,-0.001518865319006169
1258,-0.0005067563603045288,-0.0015202690809135863
1259,-0.0005072240723846095,-0.0015216722171538283
1260,-0.0005076915755525977,-0.0015230747266577929
1261,-0.000508158869452978,-0.001524476608358934
1262,-0.0005086259537310854,-0.0015258778611932562
1263,-0.0005090928280331045,-0.0015272784840993133
1264,-0.0005095594920060687,-0.001528678476018206
1265,-0.0005100259452978582,-0.0015300778358935745
1266,-0.0005104921875571993,-0.0015314765626715978
1267,-0.0005109582184336635,-0.0015328746553009904
1268,-0.0005114240375776655,-0.0015342721127329965
1269,-0.0005118896446404633,-0.0015356689339213897
1270,-0.0005123550392741557,-0.001537065117822467
1271,-0.000512820221131682,-0.0015384606633950459
1272,-0.0005132851898668207,-0.0015398555696004618
1273,-0.0005137499451341882,-0.0015412498354025648
1274,-0.0005142144865892379,-0.0015426434597677135
1275,-0.0005146788138882583,-0.0015440364416647748
1276,-0.0005151429266883733,-0.0015454287800651199
1277,-0.0005156068246475393,-0.0015468204739426178
1278,-0.0005160705074245453,-0.0015482115222736359
1279,-0.0005165339746790117,-0.0015496019240370349
1280,-0.0005169972260713882,-0.0015509916782141648
1281,-0.0005174602612629538,-0.0015523807837888614
1282,-0.0005179230799158151,-0.0015537692397474452
1283,-0.0005183856816929047,-0.001555157045078714
1284,-0.0005188480662579812,-0.0015565441987739437
1285,-0.0005193102332756274,-0.0015579306998268821
1286,-0.0005197721824112486,-0.0015593165472337456
1287,-0.0005202339133310727,-0.001560701739993218
1288,-0.0005206954257021483,-0.0015620862771064449
1289,-0.0005211567191923434,-0.0015634701575770302
1290,-0.000521617793470345,-0.001564853380411035
1291,-0.0005220786482056573,-0.001566235944616972
1292,-0.0005225392830686007,-0.0015676178492058021
1293,-0.000522999697730311,-0.0015689990931909332
1294,-0.0005234598918627383,-0.0015703796755882147
1295,-0.0005239198651386449,-0.0015717595954159347
1296,-0.0005243796172316056,-0.0015731388516948166
1297,-0.0005248391478160057,-0.001574517443448017
1298,-0.0005252984565670399,-0.0015758953697011197
1299,-0.0005257575431607116,-0.0015772726294821346
1300,-0.0005262164072738314,-0.0015786492218214942
1301,-0.0005266750485840161,-0.0015800251457520483
1302,-0.0005271334667696878,-0.0015814004003090634
